"XERCESJ-344" "hi i have one problem while building Document from XML file my xml file is somewhat like below snippet although slightly bigger xml version DocEle Node Node hello world Node Node DocEle Now the problem is n newline character which is coming after Node and before start of Node is being treated as text child node of Node i am not using DTD or schema i dont want to use DTD OR schema still i want the n characters which are not actually content to be ignored while building document as you might also agree that the n characters coming after nodenames are not text childs of that node can anybody tell me how to ignore n characters while building document using DocumentBuilder what settings or parameter setting to be done i have tried with setIgnoringElementContentWhitespace true but with no success " " This is a more general XML parsing issue that could be best answered on the xerces j dev xml apache org list or an XML FAQ site like xml org "
"IVYDE-130" "null" "null"
"PIVOT-735" "I have a textarea with scrollpane like this ScrollPane horizontalScrollBarPolicy fill verticalScrollBarPolicy fill to capacity maximumHeight preferredWidth TextArea text Lorem ipsum ScrollPane " " this is a sample of this problem "
"AXIS2-5113" "Wsdl fragment Exception java lang RuntimeException java lang reflect InvocationTargetException at org apache axis databinding utils BeanUtil getPropertyQnameList BeanUtil java at org apache axis databinding utils BeanUtil getPullParser BeanUtil java at org apache axis databinding utils reader ADBXMLStreamReaderImpl processProperties ADBXMLStreamReaderImpl java at org apache axis databinding utils reader ADBXMLStreamReaderImpl next ADBXMLStreamReaderImpl java at org apache axis databinding utils reader WrappingXMLStreamReader next WrappingXMLStreamReader java at org apache axis databinding utils reader ADBXMLStreamReaderImpl next ADBXMLStreamReaderImpl java at org apache axis util StreamWrapper next StreamWrapper java at org apache axiom om impl builder StAXOMBuilder parserNext StAXOMBuilder java at org apache axiom om impl builder StAXOMBuilder next StAXOMBuilder java at org apache axiom om impl llom OMSerializableImpl build OMSerializableImpl java at org apache axiom om impl llom OMElementImpl build OMElementImpl java at org apache axiom om impl llom OMElementImpl detach OMElementImpl java at org apache axiom om impl llom OMNodeImpl setParent OMNodeImpl java at org apache axiom om impl llom OMElementImpl addChild OMElementImpl java at org apache axiom om impl llom OMElementImpl addChild OMElementImpl java at org apache axis rpc receivers RPCUtil processResponse RPCUtil java at org apache axis rpc receivers RPCUtil processResponseAsDocLitWrapped RPCUtil java at org apache axis rpc receivers RPCMessageReceiver invokeBusinessLogic RPCMessageReceiver java at org apache axis receivers AbstractInOutMessageReceiver invokeBusinessLogic AbstractInOutMessageReceiver java at org apache axis receivers AbstractMessageReceiver receive AbstractMessageReceiver java at org apache axis engine AxisEngine receive AxisEngine java at org apache axis transport http util RESTUtil invokeAxisEngine RESTUtil java at org apache axis transport http util RESTUtil processURLRequest RESTUtil java" " Axis support java util Date IIRC xs date should be java util Date "
"DRILL-2798" "sqlline is now printing a message with the location of the log file that is breaking external scripts to extract data using Drill We need to add an option to suppress sqlline shell script messages or remove them " " DRILL patch txt don t print message about Drill log dir unless environment variable DRILL LOG DEBUG "
"GROOVY-8013" "Example shown below is for ToString but the issue affects numerous xforms " " GitHub user paulk asert opened a pull request https github com apache groovy pull GROOVY The checking of property names during AST transform attr ibute processing doesn t take into account includeSuperProperties You can merge this pull request into a Git repository by running git pull https github com paulk asert groovy groovy Alternatively you can review and apply these changes as the patch at https github com apache groovy pull patch To close this pull request make a commit to your master trunk branch with at least the following in the commit message This closes commit a fe f f a f e dab d dd ae e Author paulk paulk asert com au Date T Z GROOVY The checking of property names during AST transform attribute processing doesn t take into account includeSuperProperties "
"FLINK-2422" "A user reported via the Flink IRC channel that Firefox was showing only a blank page instead of the web client We should add a link to that page as well so that users can click it if the redirect doesn t work " " GitHub user buzdin opened a pull request https github com apache flink pull FLINK web client adding redirect link added explicit link in case browser is not redirecting properly You can merge this pull request into a Git repository by running git pull https github com buzdin flink master Alternatively you can review and apply these changes as the patch at https github com apache flink pull patch To close this pull request make a commit to your master trunk branch with at least the following in the commit message This closes commit d c a ee af c a ca c Author buzdin buzdin gmail com Date T Z FLINK web client adding redirect link added explicit link in case browser is not redirecting properly "
"FALCON-1787" "I have a Pig script that I am using as the workflow for my Falcon process The pig script uses HCatalogStorer to write to a HCatalog URI that is the output feed defined in my Falcon Process Entity The Pig action in the resulting Ooozie Workflow generated by Falcon fails with the attached stack trace The root is that it is missing a class definitions of org apache hadoop hive shims ShimLoader Running the script manually using pig x tex useHCatalog all the params passed by Oozie path to pig script results in a successful execution It s only once this is called as a Pig activity in the Falcon generated Oozie workflow that the missing class definitions manifests After some investigation I found that the Oozie workflow xml is missing a required sharelib decleration From the workflow xml generated by Falcon property name oozie action sharelib for pig name value pig hcatalog value property If I modify the value to include hive sharelib then the Pig action succeeds and does not throw a missing class definition error " " Attaching stack trace of the Pig action Falcon generated Job configuration falcon generated workflow action configuration "
"XERCESJ-1438" " fractionDigits should not be a valid facet for precisionDecimal ExampleXSD xml version schema xmlns http www w org XMLSchema targetNamespace http www schemaTest org schema xmlns si http www schemaTest org schema simpleType name decDigits restriction base precisionDecimal fractionDigits value restriction simpleType element name root complexType sequence element name elDigits type si decDigits sequence complexType element schema XML xml version encoding UTF insi root xmlns insi http www schemaTest org schema xmlns xsi http www w org XMLSchema instance xsi schemaLocation http www schemaTest org schema test fractiondigits xsd elDigits elDigits insi root Suggestion " " Fix checked in "
"CAMEL-10184" "The NettyProducer does not check if a valid ChannelGroup is declared in the NettyConfiguration and always instanciate a DefaultChannelGroup It would be interesting to add this check as done in NettyConsumer " " Are you working on a patch for this Contributions are welcome "
"STORM-402" "I have started using storm with apache tika for text extraction and I encountered a FileNotFoundException emanating from the download storm code method in supervisor clj when running in local mode I am able to submit to a remote cluster that I created Thread INFO backtype storm daemon supervisor Downloading code for storm id LocalTopology from tmp de a bb c b e d da nimbus stormdist LocalTopology Thread INFO backtype storm daemon supervisor Copying resources at jar file home milad m repository edu ucar netcdf min netcdf min jar resources to tmp a c f f d bb f e fd supervisor stormdist LocalTopology resources Thread ERROR backtype storm event Error when processing event java io FileNotFoundException Source file home milad m repository edu ucar netcdf min netcdf min jar resources does not exist at org apache commons io FileUtils copyDirectory FileUtils java commons io jar at org apache commons io FileUtils copyDirectory FileUtils java commons io jar at org apache commons io FileUtils copyDirectory FileUtils java commons io jar at backtype storm daemon supervisor fn invoke supervisor clj storm core incubating SNAPSHOT jar incubating SNAPSHOT at clojure lang MultiFn invoke MultiFn java clojure jar na at backtype storm daemon supervisor mk synchronize supervisor this invoke supervisor clj storm core incubating SNAPSHOT jar incubating SNAPSHOT at backtype storm event event manager fn invoke event clj storm core incubating SNAPSHOT jar incubating SNAPSHOT at clojure lang AFn run AFn java clojure jar na at java lang Thread run Thread java na Thread INFO backtype storm util Halting process Error when processing an event In this case the download storm code method in supervisor clj is trying to load resources from the URL jar file home milad m repository edu ucar netcdf min netcdf min jar resourcesThe relevant code in download storm code seems to be log message Copying resources at str url to target dir FileUtils copyDirectory File getFile url File target dir Since the url is" " GitHub user icksa opened a pull request https github com apache incubator storm pull Fix for STORM FileNotFoundException when using storm with apache tika This is a fix for STORM FileNotFoundException when using storm with apache tika https issues apache org jira browse STORM You can merge this pull request into a Git repository by running git pull https github com icksa incubator storm master Alternatively you can review and apply these changes as the patch at https github com apache incubator storm pull patch To close this pull request make a commit to your master trunk branch with at least the following in the commit message This closes commit c bafefdc bcefe db c d ff f Author Milad icksa gmail com Date T Z Added a hacky workaround for a FileNotFoundException I encountered while using storm and tika commit f eff b fbc b e e dfea f b d Author Milad icksa gmail com Date T Z Modified resource extraction to use getProtocol "
"LUCENE-6555" "http build eu elastic co job lucene linux java test only " " Thanks for reporting the bug but it s a dup of LUCENE I ll commit my pending patch there tomorrow morning if there are no further comments "
"WICKET-4463" "I don t know if this is actually an issue just wanted to know let you know what the recent http apache wicket n nabble com Log a warning when there are several ajax event behaviors on the same event td html change impacted We are now seeing WARN org apache wicket ajax AjaxEventBehavior org apache wicket ajax markup html AjaxLink assigned to Component id delete is overriding the previous value of the inline attribute Maybe there are several Ajax event behaviors on the same type assigned to this component Because we have an AjaxLink with added ConfirmBehavior that does not replace but enhances by appending to a behaviour ConfirmBehavior extends Behavior Override public void onComponentTag Component component ComponentTag tag StringBuilder handler new StringBuilder handler append if confirm handler append message getObject handler append String script tag getAttributes getString onclick if script null tag put onclick handler toString we can should probably change it to an AjaxCallDecorator just wanted to let others know what the change http apache wicket n nabble com Log a warning when there are several ajax event behaviors on the same event td html might affect " " Hi Serban I think you actually benefit from this warning I guess your code looks like AjaxLink l new AjaxLink l add new ConfirmBehavior parent add link If this is the case then ConfirmBehavior is added before AjaxEventBehavior because the latter is added in AjaxLink onInitialize So tag getAttributes getString onclick should always return null for you no AjaxEventBehavior onComponentTag logs this warning only if there is some value already for the event it manipulates Because it completely ignores the old value and replaces with the result of org apache wicket ajax AjaxEventBehavior getEventHandler "
"AMBARI-20273" "Steps to reproduce " " passing s pending "
"OOZIE-1818" "We need new condition to verify current time " " I actually don t see any differences except for the error message "
"REEF-1218" "IFileSystem can be implemented outside of REEF In that case when implementing FileStatus GetFileStatus FileStatus constructor might need to be called from outside of REEF Therefore it has to be public instead of internal " " Resolved via https github com apache reef pull "
"WHIRR-271" "I tried to start whirr after I had my machine split into two drives and the new location has a Macintosh HD in the name i e containing a whitespace This broke the start like so" " Trivial patch I ve tested this by running Whirr from a folder that contains a space "
"CMIS-71" "None of query parameters but the statement one are taken into account" " Applied thanks for the patch r In the same patch I also updated the SPI for query and all other methods taking an includeRelationships to change its type to conform to the spec "
"WICKET-6011" "NPE due to broken serialization happens in case DebugBar is being added to AjaxRequestTarget" " Commit a ae d e a b c f fc b e in wicket s branch refs heads wicket x from Sven Meier https git wip us apache org repos asf p wicket git h a ae d WICKET keep pageUpdate transient since the page might get serialized before the Ajax update has finished e g from Debugbar "
"ZEPPELIN-146" "In Microsoft internal deployment compatible level of IE will be set to for interant sites due to group policy set by admin Then some JavaScript will be broken and home page of Zeppelin cannot be rendered We need to set X UA Compatible tag for IE to edge to force it use the latest IE version " " GitHub user twilightgod opened a pull request https github com apache incubator zeppelin pull ZEPPELIN Force IE to use edge compatible mode https issues apache org jira browse ZEPPELIN In Microsoft internal deployment compatible level of IE will be set to for interant sites due to group policy set by admin Then some JavaScript will be broken and home page of Zeppelin cannot be rendered We need to set X UA Compatible tag for IE to edge to force it use the latest IE version You can merge this pull request into a Git repository by running git pull https github com twilightgod incubator zeppelin master Alternatively you can review and apply these changes as the patch at https github com apache incubator zeppelin pull patch To close this pull request make a commit to your master trunk branch with at least the following in the commit message This closes commit c b badafa ef eddbcb bf c a Author Rex Xiong pengx microsoft com Date T Z Force IE to use edge compatible mode "
"CB-9851" "From Slack discussion ghenry I noticed on windows platform that cdvfile resource paths don t resolve in the web view and just present a broken link for example using img ng src cdvfile localhost persistent images test jpg works perfectly on ios and android but on the windows platform building windows universal app the image show as broken links if I inspect the dom and dynamically change the path to the image to be ms appdata local images test jpg the image pops up and displays as normal" " GitHub user daserge opened a pull request https github com apache cordova plugin file pull CB Document cdvfile protocol quirk using cdvfile in the DOM is not supported on Windows Jira issue https issues apache org jira browse CB You can merge this pull request into a Git repository by running git pull https github com MSOpenTech cordova plugin file CB Alternatively you can review and apply these changes as the patch at https github com apache cordova plugin file pull patch To close this pull request make a commit to your master trunk branch with at least the following in the commit message This closes commit eccd cefdaebbb ebf e c a Author daserge v seshak microsoft com Date T Z CB Document cdvfile protocol quirk using cdvfile in the DOM is not supported on Windows "
"SLING-6349" "If an exported model class has a method like" " fixed in r I don t think the output isn t what anyone would realistically want which is a good indication that JsonIgnore should be added to the model classes "
"UIMA-4706" "uimaFIT should be using the uimaFIT ResourceManagerFactory to create resource managers However many places in the code still call UIMAFramework newDefaultResourceManager " " Must also be used when merging type systems "
"FLINK-132" "Hi residents of the Stratosphere I found it a bit difficult to get a big picture of the memory usage of Ozone so I created this small comparison graphic ozone vs yarn You can ignore yarn Can someone confirm that it looks like this on the high level memory https f cloud github com assets e e e bb dd bfca ed e png Having such high level picture in the documentation would be great with the relevant names of the configuration options added I also omitted details like default values memory manager now defaults to heap space if I read correctly from source Settings that did not work DEFAULT NEPHELE TM HEAP GB taskmanager memory size GB Network buffers GB numberBuffers KB bufferSize KB Task manager did not start not enough heap space for GB Exception in thread main java lang OutOfMemoryError Java heap space at eu stratosphere nephele services memorymanager spi DefaultMemoryManager init DefaultMemoryManager java at eu stratosphere nephele services memorymanager spi DefaultMemoryManager init DefaultMemoryManager java at eu stratosphere nephele taskmanager TaskManager init TaskManager java at eu stratosphere nephele taskmanager TaskManager main TaskManager java Settings that worked DEFAULT NEPHELE TM HEAP GB taskmanager memory size GB Network buffers GB numberBuffers KB bufferSize KB worked there is GB heap space left" " Date Tue Oct CEST Author rmetzger Yes Network Buffers are taken from the heap space as byte arrays This was changed by https github com dimalabs ozone pull makes how should this work with GB heap space I don t see any problems with your picture but you should probably ask StephanEwen You could consider renaming Rest for UDFs to Java Objects UDFs "
"ODE-797" "Running FindBugs against bpel compile finds some possible bugs I ll address the ones that look like they are bugs and others I ll leave for the determination of the committers " " findbugs bug report for bpel compiler "
"CONNECTORS-644" "If you start a job defined for a web crawler and later click the restart link it will actually never restart but end with the following Error Repeated service interruptions failure getting document version" " failure getting document version shows up in the attached log as well "
"PIVOT-898" "When using fillIcon in images it seems that images inside buttons are displayed with wrong dimension and even wrong vertical alignment but this could be due to the parent container For example run the sample svg example bxml under org apache pivot examples svg just updated both with a PNG image and the usual SVG image " " Roger do you remember something on fillIcon some time ago there should be some related fix improvement In your applications do you see this problem "
"AMBARI-19899" "null" "null"
"CAMEL-9666" "fault property should be copied in the following places https github com apache camel blob master camel core src main java org apache camel impl DefaultExchange java L https github com apache camel blob master camel core src main java org apache camel impl DefaultExchange java L " " I am working on fix "
"TUSCANY-2860" "Multiple threads running through composite activation can cause concurrent modification like so java util ConcurrentModificationException at java util AbstractList SimpleListIterator next AbstractList java at org apache tuscany sca core assembly CompositeActivatorImpl addImplementationProvider CompositeActivatorImpl java at org apache tuscany sca core assembly CompositeActivatorImpl activate CompositeActivatorImpl java " " Let me try to describe my understanding The Tuscany code is shared in the same JVM Multiple composites are started in parallel like the concurrent starting of JEE apps The activation of the st composite triggers the lazy loading of the provider factories and the loaded flag is still false The activation of the nd composite races again which causes the ConcurrentModification issue we just have to synchronize the loadProviders method and the internal List Map can leave as is "
"AIRAVATA-1284" "null" "null"
"HBASE-15585" "While you can do all kinds of things with coprocessors like arbitrarily discard memstore data or replace files randomly during compaction I believe the ultimate power and flexibility is not there The patch aims to address this shortcoming " " Enis Soztutar stack can you guys please review "
"SPARK-18400" "Occasionally we see an NPE when we reshard our streams " " Looks like an easy fix do you want to try it the shardId in KinesisRecordProcessor could be null I suppose if shutdown happens before initalize completes or is called for some reason "
"FLUME-1499" "null" "null"
"TUSCANY-776" "I don t currently see anything that will create an HTTP sessions for components requiring session support " " fixed "
"CONFIGURATION-329" "PropertiesConfiguration does not auto save the properties file under the following circumstances File before key test PropertiesConfiguration conf new PropertiesConfiguration conf load new File test properties conf setAutoSave true System out println Conf Before changing value conf getProperty key conf setProperty key test after System out println Conf After changing value conf getProperty key File after key test " " Actually load File doesn t change the source of the configuration you have to call setFile and then load to enable the auto save feature "
"AMBARI-20308" "STR Deployed cluster with Ambari version and HDP version wire encrypted cluster Upgrade Ambari to and then start EU to Observed following failure at Atlas service check" " I believe this is because the version of curl on these system do not support TLS v cURL without TLS nats kbjs erm tofndwngdsec s tmp curl curl k tlsv w http code https curl option tlsv is unknown curl try curl help or curl manual for more information nats kbjs erm tofndwngdsec s tmp curl curl version curl x suse linux gnu libcurl OpenSSL j zlib libidn Protocols tftp ftp telnet dict ldap ldaps http file https ftps Features GSS Negotiate IDN IPv Largefile NTLM SSL libz nats kbjs erm tofndwngdsec s tmp curl curl k w http code https curl Unknown SSL protocol error in connection to cURL with TLS dev ambari vagrant centos master curl version curl x apple darwin libcurl SecureTransport zlib Protocols dict file ftp ftps gopher http https imap imaps ldap ldaps pop pop s rtsp smb smbs smtp smtps telnet tftp Features AsynchDNS IPv Largefile GSS API Kerberos SPNEGO NTLM NTLM WB SSL libz UnixSockets dev ambari vagrant centos master curl k tlsv w http code https In ATLAS TLSv was added as the default protocol and TLSv TLSv were excluded "
"SYNAPSE-1066" " Create a proxy Place it in synapse SNAPSHOT repository conf synapse config proxy services Start the server " " Vanjikumaran Sivajothy You are missing the synapse namespace in the configuration Please add the following to the root XML tag as an attribute xmlns http ws apache org ns synapse "
"PIG-1235" "Here is the script that throws this exception Pig Stack Trace ERROR Error while fixing projections No mapping available in old predecessor to replace column " " This is not relevant with new optimizer "
"COMPRESS-379" "This issue was originally reported in MASSEMBLY but it seems the root cause in inside Commons Compress Consider the attached invalid entry jar whose contents as shown by the zipinfo utility is There are some JAR files created by the Maven Assembly Plugin with content similar to this and the entry META INF maven has permissions octal Constructing a ZipFile from this file the method isUnixSymlink incorrectly returns true for the entry META INF maven and it correctly returns false for the entry META INF Here is a sample Java code that can be used to see the behaviour This code outputs The rwsrwsrwt permissions show that the Zip entry is broken in the first place but I think isUnixSymlink should still return false in that case and not consider this entry to be a symlink " " But the same would be true for all other things you do with the unix mode The flag that indicates a symlink is set in your example If we follow the logic that an attribute of all bits set is invalid then we shouldn t change the code here but getUnixMode instead so that it returns rather than SHORT MASK which in turn would remove all permissions as well Why would we trust those more than the symlink flag "
"TEZ-3284" "This is a known performance issue as documented in HADOOP Both ByteArrayOutputStream write and DataOutputStream write have lock prefix calls in them because they are object synchronized methods " " UnorderedOutSpiller Reducer RUNNABLE org apache hadoop io compress CompressorStream write int CompressorStream java org apache hadoop fs FSDataOutputStream PositionCache write int FSDataOutputStream java java io DataOutputStream writeByte int DataOutputStream java org apache hadoop io WritableUtils writeVLong DataOutput long WritableUtils java org apache hadoop io WritableUtils writeVInt DataOutput int WritableUtils java org apache tez runtime library common sort impl IFile Writer writeKVPair byte int int byte int int IFile java org apache tez runtime library common sort impl IFile Writer append DataInputBuffer DataInputBuffer IFile java org apache tez runtime library common writers UnorderedPartitionedKVWriter writePartition int UnorderedPartitionedKVWriter WrappedBuffer IFile Writer DataInputBuffer DataInputBuffer UnorderedPartitionedKVWriter java org apache tez runtime library common writers UnorderedPartitionedKVWriter access UnorderedPartitionedKVWriter int UnorderedPartitionedKVWriter WrappedBuffer IFile Writer DataInputBuffer DataInputBuffer UnorderedPartitionedKVWriter java org apache tez runtime library common writers UnorderedPartitionedKVWriter SpillCallable callInternal UnorderedPartitionedKVWriter java org apache tez runtime library common writers UnorderedPartitionedKVWriter SpillCallable callInternal UnorderedPartitionedKVWriter java org apache tez common CallableWithNdc call CallableWithNdc java java util concurrent FutureTask run FutureTask java java util concurrent ThreadPoolExecutor runWorker ThreadPoolExecutor Worker ThreadPoolExecutor java java util concurrent ThreadPoolExecutor Worker run ThreadPoolExecutor java java lang Thread run Thread java "
"TAJO-1179" "See the q a at http stackoverflow com questions how to work around travis cis mb output limit TravisCI has a limitation of log size If the log size exceeds MB or some threshold line number the test is terminated by TravisCI as failure " " GitHub user hyunsik opened a pull request https github com apache tajo pull TAJO Integration tests in TravisCI are occasionally failed due to log size You can merge this pull request into a Git repository by running git pull https github com hyunsik tajo TAJO Alternatively you can review and apply these changes as the patch at https github com apache tajo pull patch To close this pull request make a commit to your master trunk branch with at least the following in the commit message This closes commit bdc f beb a ac d a Author Hyunsik Choi hyunsik apache org Date T Z TAJO Integration tests in TravisCI are occasionally failed due to log size "
"KARAF-3793" "null" "null"
"FC-38" "There are some classes where we protect a field with a synchronized in order to avoid concurrent modifications That s ok except that one should not access the field while it s being updated There are a few cases where it s done and this should be fixed The way to do it is to use ReentrantReadWriteLock for that it allows concurrent reads unless a write lock is taken Writes will block other writes and all the reads until it s done The OrgUnitP and PolicyP are protecting sets while updating it that aren t protected when read this is fixed for OrgUnitP " " My first fix so called is not correct One can t acquire a write lock when a read lock is already hold by the thread I m trying to find a solution that actually works "
"SQOOP-746" "I believe that we should run mapreduce job with disabled speculative execution as it might cause undesirable high load on external resources " " Committed Thanks Jarcec "
"FLUME-1119" "Remove defaults for syslog sources since flume will need to run as superuser to connect to these or will need specific workarounds " " This is an automatically generated e mail To reply visit https reviews apache org r Review request for Flume Summary Remove default ports for syslog sources This addresses bug FLUME https issues apache org jira browse FLUME Diffs flume ng core src main java org apache flume source SyslogUDPSource java c ee flume ng core src main java org apache flume source SyslogTcpSource java a e b Diff https reviews apache org r diff Testing Thanks Hari "
"SPARK-20080" "Step to reproduce Use SPak Streaming application inside foreachRDD of any DStream use rdd foreachPartition use org slf j Logger Init it or use as a filed with closure inside foreachPartition action Result No exception throw foreachPartition action not executed Expected result Throw java io NotSerializableExceptiondescription When i try use or init org slf j Logger inside foreachPartition that extracted to trait method What was called in foreachRDD I have found that foreachPartition method do not execute and no exception appeared Tested on local and yarn mode spark code can be found on github There are two main class that explain problem if i will run same code with batch job I will get exception " " There is no detail here about the cause of the problem This is a normal exception It means your task isn t serializable because you re reference a Logger "
"BIGTOP-2028" "null" "null"
"DRILL-1519" "WorkEventBus uses a ConcurrentHashMap to ensure there is one and only one FragmentManager corresponding to each unique FragmentHandle The method creates a FragmentManager that reserves some initial memory if a thread observes that it is not in the map However in case of concurrent access we still need to clean up after if multiple threads observe that FragmentManager does not exist and create multiple FragmentManagers " " I noticed the same issue while looking into why the fragment memory limit implementation was over estimating the number of running fragments I have a patch ready and will send it out for review See DRILL "
"ARIES-1634" "When the BlueprintContainer is destroy it is not unregistered from the OSGi registry hence is retained in the memory But when the BlueprintContainer is quiesce it is correctly unregistered from the OSGi registry " " GitHub user adetalhouet opened a pull request https github com apache aries pull ARIES BlueprintContainer are leaked when destroyed While destroying the BlueprintContainer the associated ServiceRegistration isn t unregistered although it should be to completely release the BlueprintContainer The quiesce method does that correctly so current workaround is to first quiesce the bundle then destroy it But it feels like an oversight in the destroy method Signed off by Alexis de Talhou t adetalhouet inocybe com You can merge this pull request into a Git repository by running git pull https github com adetalhouet aries blueprint container leak Alternatively you can review and apply these changes as the patch at https github com apache aries pull patch To close this pull request make a commit to your master trunk branch with at least the following in the commit message This closes commit e ca ab c b c b e db Author Alexis de Talhou t adetalhouet inocybe com Date T Z ARIES BlueprintContainer are leaked when destroyed While destroying the BlueprintContainer the associated ServiceRegistration isn t unregistered although it should be to completely release the BlueprintContainer The quiesce method does that correctly so current workaround is to first quiesce the bundle then destroy it But it feels like an oversight in the destroy method Signed off by Alexis de Talhou t adetalhouet inocybe com "
"METAMODEL-151" "When I try to create a table with a column of type ColumnType double MetaModel throws an exception as below " " GitHub user drexler opened a pull request https github com apache metamodel pull Translate type DOUBLE to postgresql type double precision Jira Fix for METAMODEL You can merge this pull request into a Git repository by running git pull https github com drexler metamodel master Alternatively you can review and apply these changes as the patch at https github com apache metamodel pull patch To close this pull request make a commit to your master trunk branch with at least the following in the commit message This closes commit b c bae b f f e c a e b Author hdrexler github klaan nl Date T Z Translate type DOUBLE to postgresql type double precision Fixes JIRA METAMODEL "
"XALANJ-2081" "Given following stylesheet and input document Xalan Interpretive and XSLTC has difference in output Example Stylesheet xml version xsl stylesheet xmlns xsl http www w org XSL Transform version xsl output method xml version encoding UTF xsl template match out out xsl template xsl stylesheet Input XML xml version doc Output using Xalan Interpretive xml version encoding UTF out out Output using XSLTC xml version encoding UTF out Here Xalan Interpretive has correct ouptut Here x is a backspace character XSLTC treats both characters as whitespace characters Just look at following snippet of java code System out println Character isWhitespace char x System out println Character isWhitespace char x f String s u u f System out println s trim length The output for this code snippet is false true The length here should not be This shows that x is not a whitespace character but trim method of java lang String treats it as a whitespace character I believe the problem lies in the class org apache xalan xsltc compiler TextThe following line of code is the probematic if text trim length ignore true In above sample it can be seen that trim method is problematic I will attach a patch to fix this problem " " Here is the patch to resolve this issue "
"FALCON-2067" " allAttempts is expected to show all attempts corresponding to an instance rerun Although this is not the case This is happening because we are using coordinator action id instead of workflow id in instance status response as part of FALCON " " GitHub user pallavi rao opened a pull request https github com apache falcon pull FALCON In instance status list allAttempts does not show all runs After the fix bin falcon instance status type process name oozie mr process start T Z allAttempts Consolidated Status SUCCEEDED Instances Instance Cluster SourceCluster Status Start End Details Log T Z local KILLED T Z T Z http localhost oozie job oozie oozi C actions user action ERROR null T Z local KILLED T Z T Z http localhost oozie job oozie oozi C actions user action ERROR null failed post processing KILLED http localhost proxy application T Z local KILLED T Z T Z http localhost oozie job oozie oozi C actions user action ERROR null failed post processing KILLED http localhost proxy application T Z local KILLED T Z local KILLED T Z local KILLED T Z local KILLED T Z local KILLED T Z local KILLED T Z local KILLED You can merge this pull request into a Git repository by running git pull https github com pallavi rao falcon Alternatively you can review and apply these changes as the patch at https github com apache falcon pull patch To close this pull request make a commit to your master trunk branch with at least the following in the commit message This closes commit aa e f ac a a df a dae Author Pallavi Rao pallavi rao inmobi com Date T Z FALCON In instance status list allAttempts does not show all runs "
"SM-2439" "Starting a session to an SMS C with jsmpp fails with a java lang NoSuchMethodError The patch applied to jsmpp for SMX has changed the signature of the method fireStateChanged " " Patch "
"SPARK-18315" "After upgrading to in the spark solr library creating a table with Parquet format fails These statements used to run successfully in xFull stacktrace It happens with the JDBC datasource tooSimilar to JDBCRelation SolrRelation also extends the BaseRelation and InsertableRelationI am wondering if there is something that needs to be implemented for classes that extend BaseRelation and InsertableRelation" " Using the Spark SQL syntax is a good workaround for this issue CREATE TABLE test stored USING PARQUET AS SELECT FROM test instead of CREATE TABLE test stored STORED AS PARQUET LOCATION Users kiran spark test parquet AS SELECT FROM test Shouldn t the Hive SQL syntax still work "
"AMBARI-19742" "Login to user create workspace by creating a workflow logout login to user the workspace of user is restored " " Committed to branch and trunk "
"SLING-2428" "I m using JcrInstaller to generate config instances for a ManagedServiceFactory These configurations get a generated service pid and no properties indicating that this was generated via jcr node Per the docs at http sling apache org site jcr installer jcrjcrinstall and osgiinstaller html I was looking for this A node named like o a s foo bar a uses o a s foo bar as its factory PID creating a configuration with an automatically generated PID The value of a is stored as an alias property in the configuration to correlate the configuration object with the repository node demonstrate that I think that either or both should work A few noticable problems If there is another way to correlate a ManagedServiceFactory config instances with jcr installer sling OsgiConfig nodes please let me know " " specifying the node name as factory PID somename should create a config with pid factory PID somename No because the Configuration Admin specification prescribes that the PID of a factory configuration is generated by the Configuration Admin implementation and cannot be influenced So there is no way of doing something like this OR the config with generated PID should include a property like installation hint to indicate the location of the config node We had that because we needed that for the implementation of the Installer But AFAICT the OSGi Installer now uses a different mechanism to keep track of configuration nodes are there Configuration objects and so we don t need this information any longer What is your requirement to be able to correlate a Configuration object to a repository node may also be a filesystem file btw "
"LUCENE-7138" "I randomly hit this test failure " " The bug is related to coord fails for me like this but only with ClassicSimilarity expected but was "
"SM-317" "activeio jar is missing from chirinos M distribution I downloaded http people apache org chirino incubator servicemix M distributions servicemix M tar gz unpacked it and started servicemix just ran bin servicemix Start up failed with java lang NoClassDefFoundError org activeio journal Journal Downloaded activeio jar put it lib and it now starts up properly " " Resolved by Hiram Chirino "
"BIGTOP-1526" "The following line in FailureVars class" " Instead of a location being hard coded for propertyFile it will now be set in the command line for the parameter failurePropertiesFile "
"GIRAPH-39" "mvn verify fails for me due to the existence of git and idea IntelliJ Idea s tracking folder It fails all the files within those directories " " Patch to add git and idea to rat s exclude list With this patch mvn verify succeeds "
"FLINK-3188" "When keys are deleted in the kafka queue they show up as keys with null payload Currently in Flink SNAPSHOT these deletions are silently skipped without increasing current offset This leads to two problems When a fetch window contains only deletions LegacyFetcher gets stuck For KeyedDeserializationSchemas it would make sense to pass deletions to the deserializer so that it can decide to wrap deleted keys as a deletion command This is also more consistent with the semantics of keys in Kafka queues When compaction is activated only the latest message with the same key needs to be kept by Kafka " " Patch to LegacyFetcher to pass deletions on to DeserializationSchema "
